leg,fold,method,query_id,category,available,excluded,hit@1,hit@5
bugsinpy_lopo,luigi,BM25,luigi/11,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/11,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/12,exception-handling,34,False,0.0,0.4
bugsinpy_lopo,luigi,BM25,luigi/12,exception-handling,34,False,0.0,0.2
bugsinpy_lopo,luigi,Dense RAG,luigi/12,exception-handling,34,False,0.0,0.4
bugsinpy_lopo,luigi,SMA,luigi/13,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/13,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/13,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/14,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/14,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/14,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/15,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/15,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/15,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/16,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/16,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/16,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/17,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/17,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/17,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/18,condition-strengthening,16,False,0.0,0.0
bugsinpy_lopo,luigi,BM25,luigi/18,condition-strengthening,16,False,0.0,0.0
bugsinpy_lopo,luigi,Dense RAG,luigi/18,condition-strengthening,16,False,0.0,0.0
bugsinpy_lopo,luigi,SMA,luigi/19,condition-strengthening,16,False,0.0,0.0
bugsinpy_lopo,luigi,BM25,luigi/19,condition-strengthening,16,False,0.0,0.2
bugsinpy_lopo,luigi,Dense RAG,luigi/19,condition-strengthening,16,False,0.0,0.0
bugsinpy_lopo,luigi,SMA,luigi/20,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/20,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/20,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/21,add-null-check,78,False,0.0,0.6
bugsinpy_lopo,luigi,BM25,luigi/21,add-null-check,78,False,0.0,0.0
bugsinpy_lopo,luigi,Dense RAG,luigi/21,add-null-check,78,False,0.0,0.0
bugsinpy_lopo,luigi,SMA,luigi/22,default-arg-change,11,False,0.0,0.4
bugsinpy_lopo,luigi,BM25,luigi/22,default-arg-change,11,False,0.0,0.0
bugsinpy_lopo,luigi,Dense RAG,luigi/22,default-arg-change,11,False,0.0,0.2
bugsinpy_lopo,luigi,SMA,luigi/23,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/23,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/23,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/24,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/24,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/24,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/25,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/25,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/25,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/26,add-null-check,78,False,1.0,0.6
bugsinpy_lopo,luigi,BM25,luigi/26,add-null-check,78,False,1.0,0.6
bugsinpy_lopo,luigi,Dense RAG,luigi/26,add-null-check,78,False,1.0,0.4
bugsinpy_lopo,luigi,SMA,luigi/27,default-arg-change,11,False,0.0,0.2
bugsinpy_lopo,luigi,BM25,luigi/27,default-arg-change,11,False,0.0,0.4
bugsinpy_lopo,luigi,Dense RAG,luigi/27,default-arg-change,11,False,0.0,0.0
bugsinpy_lopo,luigi,SMA,luigi/28,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/28,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/28,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/29,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/29,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/29,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/30,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/30,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/30,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/31,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/31,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/31,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/32,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/32,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/32,other,274,True,,
bugsinpy_lopo,luigi,SMA,luigi/33,other,274,True,,
bugsinpy_lopo,luigi,BM25,luigi/33,other,274,True,,
bugsinpy_lopo,luigi,Dense RAG,luigi/33,other,274,True,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/1,default-arg-change,11,False,0.0,0.0
bugsinpy_lopo,matplotlib,BM25,matplotlib/1,default-arg-change,11,False,0.0,0.0
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/1,default-arg-change,11,False,0.0,0.0
bugsinpy_lopo,matplotlib,SMA,matplotlib/2,other,278,True,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/2,other,278,True,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/2,other,278,True,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/3,other,278,True,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/3,other,278,True,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/3,other,278,True,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/4,default-arg-change,11,False,0.0,0.2
bugsinpy_lopo,matplotlib,BM25,matplotlib/4,default-arg-change,11,False,1.0,0.2
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/4,default-arg-change,11,False,0.0,0.0
bugsinpy_lopo,matplotlib,SMA,matplotlib/5,add-null-check,76,False,0.0,0.2
bugsinpy_lopo,matplotlib,BM25,matplotlib/5,add-null-check,76,False,0.0,0.6
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/5,add-null-check,76,False,1.0,0.2
bugsinpy_lopo,matplotlib,SMA,matplotlib/6,boundary,0,False,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/6,boundary,0,False,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/6,boundary,0,False,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/7,api-substitution,27,False,1.0,0.6
bugsinpy_lopo,matplotlib,BM25,matplotlib/7,api-substitution,27,False,0.0,0.2
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/7,api-substitution,27,False,0.0,0.0
bugsinpy_lopo,matplotlib,SMA,matplotlib/8,other,278,True,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/8,other,278,True,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/8,other,278,True,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/9,other,278,True,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/9,other,278,True,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/9,other,278,True,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/10,other,278,True,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/10,other,278,True,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/10,other,278,True,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/11,other,278,True,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/11,other,278,True,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/11,other,278,True,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/12,other,278,True,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/12,other,278,True,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/12,other,278,True,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/13,add-null-check,76,False,1.0,0.6
bugsinpy_lopo,matplotlib,BM25,matplotlib/13,add-null-check,76,False,0.0,0.2
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/13,add-null-check,76,False,1.0,0.2
bugsinpy_lopo,matplotlib,SMA,matplotlib/14,other,278,True,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/14,other,278,True,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/14,other,278,True,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/15,add-null-check,76,False,0.0,0.2
bugsinpy_lopo,matplotlib,BM25,matplotlib/15,add-null-check,76,False,1.0,0.4
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/15,add-null-check,76,False,1.0,0.4
bugsinpy_lopo,matplotlib,SMA,matplotlib/16,other,278,True,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/16,other,278,True,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/16,other,278,True,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/17,other,278,True,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/17,other,278,True,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/17,other,278,True,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/18,other,278,True,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/18,other,278,True,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/18,other,278,True,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/19,other,278,True,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/19,other,278,True,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/19,other,278,True,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/20,condition-strengthening,19,False,0.0,0.0
bugsinpy_lopo,matplotlib,BM25,matplotlib/20,condition-strengthening,19,False,0.0,0.0
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/20,condition-strengthening,19,False,0.0,0.0
bugsinpy_lopo,matplotlib,SMA,matplotlib/21,add-null-check,76,False,0.0,0.0
bugsinpy_lopo,matplotlib,BM25,matplotlib/21,add-null-check,76,False,0.0,0.4
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/21,add-null-check,76,False,1.0,0.2
bugsinpy_lopo,matplotlib,SMA,matplotlib/22,add-null-check,76,False,0.0,0.4
bugsinpy_lopo,matplotlib,BM25,matplotlib/22,add-null-check,76,False,1.0,0.4
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/22,add-null-check,76,False,0.0,0.2
bugsinpy_lopo,matplotlib,SMA,matplotlib/23,other,278,True,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/23,other,278,True,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/23,other,278,True,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/24,other,278,True,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/24,other,278,True,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/24,other,278,True,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/25,exception-handling,33,False,0.0,0.2
bugsinpy_lopo,matplotlib,BM25,matplotlib/25,exception-handling,33,False,0.0,0.2
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/25,exception-handling,33,False,0.0,0.0
bugsinpy_lopo,matplotlib,SMA,matplotlib/26,other,278,True,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/26,other,278,True,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/26,other,278,True,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/27,other,278,True,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/27,other,278,True,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/27,other,278,True,,
bugsinpy_lopo,matplotlib,SMA,matplotlib/28,condition-strengthening,19,False,0.0,0.0
bugsinpy_lopo,matplotlib,BM25,matplotlib/28,condition-strengthening,19,False,0.0,0.0
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/28,condition-strengthening,19,False,0.0,0.0
bugsinpy_lopo,matplotlib,SMA,matplotlib/29,exception-handling,33,False,0.0,0.0
bugsinpy_lopo,matplotlib,BM25,matplotlib/29,exception-handling,33,False,0.0,0.0
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/29,exception-handling,33,False,0.0,0.2
bugsinpy_lopo,matplotlib,SMA,matplotlib/30,other,278,True,,
bugsinpy_lopo,matplotlib,BM25,matplotlib/30,other,278,True,,
bugsinpy_lopo,matplotlib,Dense RAG,matplotlib/30,other,278,True,,
bugsinpy_lopo,pandas,SMA,pandas/1,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/1,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/1,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/2,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/2,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/2,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/3,add-null-check,55,False,0.0,0.2
bugsinpy_lopo,pandas,BM25,pandas/3,add-null-check,55,False,0.0,0.0
bugsinpy_lopo,pandas,Dense RAG,pandas/3,add-null-check,55,False,0.0,0.2
bugsinpy_lopo,pandas,SMA,pandas/4,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/4,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/4,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/5,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/5,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/5,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/6,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/6,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/6,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/7,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/7,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/7,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/8,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/8,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/8,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/9,api-substitution,17,False,0.0,0.2
bugsinpy_lopo,pandas,BM25,pandas/9,api-substitution,17,False,0.0,0.0
bugsinpy_lopo,pandas,Dense RAG,pandas/9,api-substitution,17,False,0.0,0.4
bugsinpy_lopo,pandas,SMA,pandas/10,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/10,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/10,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/11,add-null-check,55,False,1.0,0.2
bugsinpy_lopo,pandas,BM25,pandas/11,add-null-check,55,False,0.0,0.4
bugsinpy_lopo,pandas,Dense RAG,pandas/11,add-null-check,55,False,0.0,0.4
bugsinpy_lopo,pandas,SMA,pandas/12,type-coercion,17,False,0.0,0.0
bugsinpy_lopo,pandas,BM25,pandas/12,type-coercion,17,False,1.0,0.2
bugsinpy_lopo,pandas,Dense RAG,pandas/12,type-coercion,17,False,0.0,0.4
bugsinpy_lopo,pandas,SMA,pandas/13,api-substitution,17,False,0.0,0.0
bugsinpy_lopo,pandas,BM25,pandas/13,api-substitution,17,False,0.0,0.0
bugsinpy_lopo,pandas,Dense RAG,pandas/13,api-substitution,17,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/14,condition-strengthening,10,False,0.0,0.0
bugsinpy_lopo,pandas,BM25,pandas/14,condition-strengthening,10,False,0.0,0.0
bugsinpy_lopo,pandas,Dense RAG,pandas/14,condition-strengthening,10,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/15,default-arg-change,6,False,1.0,0.2
bugsinpy_lopo,pandas,BM25,pandas/15,default-arg-change,6,False,0.0,0.4
bugsinpy_lopo,pandas,Dense RAG,pandas/15,default-arg-change,6,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/16,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/16,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/16,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/17,default-arg-change,6,False,1.0,0.2
bugsinpy_lopo,pandas,BM25,pandas/17,default-arg-change,6,False,0.0,0.4
bugsinpy_lopo,pandas,Dense RAG,pandas/17,default-arg-change,6,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/18,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/18,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/18,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/19,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/19,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/19,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/20,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/20,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/20,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/21,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/21,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/21,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/22,condition-strengthening,10,False,0.0,0.0
bugsinpy_lopo,pandas,BM25,pandas/22,condition-strengthening,10,False,0.0,0.0
bugsinpy_lopo,pandas,Dense RAG,pandas/22,condition-strengthening,10,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/23,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/23,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/23,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/24,add-null-check,55,False,0.0,0.2
bugsinpy_lopo,pandas,BM25,pandas/24,add-null-check,55,False,1.0,0.8
bugsinpy_lopo,pandas,Dense RAG,pandas/24,add-null-check,55,False,0.0,0.4
bugsinpy_lopo,pandas,SMA,pandas/25,add-null-check,55,False,1.0,0.4
bugsinpy_lopo,pandas,BM25,pandas/25,add-null-check,55,False,0.0,0.2
bugsinpy_lopo,pandas,Dense RAG,pandas/25,add-null-check,55,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/26,condition-strengthening,10,False,0.0,0.0
bugsinpy_lopo,pandas,BM25,pandas/26,condition-strengthening,10,False,0.0,0.0
bugsinpy_lopo,pandas,Dense RAG,pandas/26,condition-strengthening,10,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/27,add-null-check,55,False,0.0,0.4
bugsinpy_lopo,pandas,BM25,pandas/27,add-null-check,55,False,0.0,0.0
bugsinpy_lopo,pandas,Dense RAG,pandas/27,add-null-check,55,False,0.0,0.2
bugsinpy_lopo,pandas,SMA,pandas/28,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/28,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/28,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/29,exception-handling,22,False,0.0,0.2
bugsinpy_lopo,pandas,BM25,pandas/29,exception-handling,22,False,0.0,0.6
bugsinpy_lopo,pandas,Dense RAG,pandas/29,exception-handling,22,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/30,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/30,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/30,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/31,condition-strengthening,10,False,0.0,0.0
bugsinpy_lopo,pandas,BM25,pandas/31,condition-strengthening,10,False,0.0,0.0
bugsinpy_lopo,pandas,Dense RAG,pandas/31,condition-strengthening,10,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/32,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/32,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/32,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/33,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/33,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/33,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/34,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/34,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/34,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/35,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/35,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/35,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/36,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/36,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/36,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/37,type-coercion,17,False,1.0,0.4
bugsinpy_lopo,pandas,BM25,pandas/37,type-coercion,17,False,0.0,0.0
bugsinpy_lopo,pandas,Dense RAG,pandas/37,type-coercion,17,False,0.0,0.2
bugsinpy_lopo,pandas,SMA,pandas/38,add-null-check,55,False,0.0,0.2
bugsinpy_lopo,pandas,BM25,pandas/38,add-null-check,55,False,0.0,0.0
bugsinpy_lopo,pandas,Dense RAG,pandas/38,add-null-check,55,False,0.0,0.2
bugsinpy_lopo,pandas,SMA,pandas/39,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/39,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/39,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/40,default-arg-change,6,False,0.0,0.0
bugsinpy_lopo,pandas,BM25,pandas/40,default-arg-change,6,False,0.0,0.2
bugsinpy_lopo,pandas,Dense RAG,pandas/40,default-arg-change,6,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/41,default-arg-change,6,False,0.0,0.0
bugsinpy_lopo,pandas,BM25,pandas/41,default-arg-change,6,False,0.0,0.2
bugsinpy_lopo,pandas,Dense RAG,pandas/41,default-arg-change,6,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/42,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/42,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/42,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/43,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/43,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/43,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/44,add-null-check,55,False,1.0,1.0
bugsinpy_lopo,pandas,BM25,pandas/44,add-null-check,55,False,0.0,0.2
bugsinpy_lopo,pandas,Dense RAG,pandas/44,add-null-check,55,False,0.0,0.4
bugsinpy_lopo,pandas,SMA,pandas/45,exception-handling,22,False,0.0,0.6
bugsinpy_lopo,pandas,BM25,pandas/45,exception-handling,22,False,0.0,0.0
bugsinpy_lopo,pandas,Dense RAG,pandas/45,exception-handling,22,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/46,type-coercion,17,False,0.0,0.2
bugsinpy_lopo,pandas,BM25,pandas/46,type-coercion,17,False,0.0,0.0
bugsinpy_lopo,pandas,Dense RAG,pandas/46,type-coercion,17,False,0.0,0.2
bugsinpy_lopo,pandas,SMA,pandas/47,exception-handling,22,False,0.0,0.4
bugsinpy_lopo,pandas,BM25,pandas/47,exception-handling,22,False,0.0,0.2
bugsinpy_lopo,pandas,Dense RAG,pandas/47,exception-handling,22,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/48,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/48,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/48,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/49,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/49,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/49,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/50,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/50,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/50,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/51,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/51,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/51,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/52,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/52,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/52,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/53,api-substitution,17,False,0.0,0.0
bugsinpy_lopo,pandas,BM25,pandas/53,api-substitution,17,False,0.0,0.2
bugsinpy_lopo,pandas,Dense RAG,pandas/53,api-substitution,17,False,0.0,0.2
bugsinpy_lopo,pandas,SMA,pandas/54,add-null-check,55,False,1.0,0.4
bugsinpy_lopo,pandas,BM25,pandas/54,add-null-check,55,False,0.0,0.2
bugsinpy_lopo,pandas,Dense RAG,pandas/54,add-null-check,55,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/55,api-substitution,17,False,0.0,0.2
bugsinpy_lopo,pandas,BM25,pandas/55,api-substitution,17,False,0.0,0.0
bugsinpy_lopo,pandas,Dense RAG,pandas/55,api-substitution,17,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/56,api-substitution,17,False,0.0,0.6
bugsinpy_lopo,pandas,BM25,pandas/56,api-substitution,17,False,0.0,0.2
bugsinpy_lopo,pandas,Dense RAG,pandas/56,api-substitution,17,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/57,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/57,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/57,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/58,exception-handling,22,False,0.0,0.4
bugsinpy_lopo,pandas,BM25,pandas/58,exception-handling,22,False,0.0,0.6
bugsinpy_lopo,pandas,Dense RAG,pandas/58,exception-handling,22,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/59,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/59,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/59,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/60,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/60,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/60,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/61,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/61,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/61,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/62,exception-handling,22,False,0.0,0.4
bugsinpy_lopo,pandas,BM25,pandas/62,exception-handling,22,False,0.0,0.2
bugsinpy_lopo,pandas,Dense RAG,pandas/62,exception-handling,22,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/63,type-coercion,17,False,0.0,0.0
bugsinpy_lopo,pandas,BM25,pandas/63,type-coercion,17,False,0.0,0.0
bugsinpy_lopo,pandas,Dense RAG,pandas/63,type-coercion,17,False,0.0,0.0
bugsinpy_lopo,pandas,SMA,pandas/64,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/64,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/64,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/65,other,203,True,,
bugsinpy_lopo,pandas,BM25,pandas/65,other,203,True,,
bugsinpy_lopo,pandas,Dense RAG,pandas/65,other,203,True,,
bugsinpy_lopo,pandas,SMA,pandas/66,exception-handling,22,False,1.0,0.2
