seed,leg,stratum,method,query_id,family,true_label,pred_label,hit@1,hit@5,hit@10
201,BGL_triage,,HippoRAG,bd4e39fa6002467c754369f22d48b73c33c0d6b814b67d72e091535bf7cdb808,,Anomaly,Anomaly,1.0,0.6,0.3
201,BGL_triage,,HippoRAG,fa603b3a9417388e1b3daa44498bb5d383239b8379eee6bb6434496e64b165d2,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,6ba3b397330fd1a28313cfc1cf588a8dc68b676bc0295806a9e5df57e5a9057d,,Anomaly,Anomaly,1.0,0.8,0.8
201,BGL_triage,,HippoRAG,d7132cdf504ca17073cb49abd5fa8c75baa724e5505ec23477e6d83869bdc91d,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,979350fa10f342f529d5836537eea04c1eeb511d17a965d7d32de7119b02dcd7,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,cf514e20337ae1419b52d50f28a3e0914580d09e3325a83b1ef2cc2f26a96866,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,d00bde23cab2adb7f18e532ea97fa7dd3834bf224c6e5fbbbecee2b1ee7d684f,,Anomaly,Normal,0.0,0.2,0.3
201,BGL_triage,,HippoRAG,4fc6467da5bbd6f4bb747544621c52b1edddff64a029f8b20df2475629f92bd4,,Normal,Normal,1.0,0.8,0.9
201,BGL_triage,,HippoRAG,9c0f609040ec7a4178cf04d1baea4385c672a0c9edc01cc600e25ae8815880a2,,Normal,Normal,1.0,0.8,0.8
201,BGL_triage,,HippoRAG,b28bc96d347a6a9a3dd094abd734b5c9d853c09cfc52d0582d5d0bc37bb5b0ad,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,6c131ec1d95f493801c8cf9c3bd64de08074a26026e6d39e19f58ba4920171a2,,Normal,Normal,1.0,0.8,0.8
201,BGL_triage,,HippoRAG,a00d8fe0a5e156ac4f68372c075f6e8a0c1363e9cddb1c1b882fbdd84556d7c7,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,f1d4e0400a9462b904741394badc4c8d550e73edcc85940691311e4b53879847,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,7ffa22ea40ef214a40bb631380811b9d4b3900eb37635cb93ecee0d3933e5486,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,3a46c844e702b0e9ec6bb230e7b765a89d4e7e917f61de5b68b41f2d08a4d7ec,,Normal,Normal,1.0,0.8,0.8
201,BGL_triage,,HippoRAG,609b58bce8036dac2182da8e2313aa9bbb298152a3ec0edc05af1ead3bcef6a9,,Normal,Normal,1.0,0.4,0.6
201,BGL_triage,,HippoRAG,9fe5f3247e483d081a2d83ce20a38382a225b0dec7987606e8f0cfcd8a07f50e,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,9a44cd7976aef81330cd25bf6ddd8ffbf8af6f0056cb6dd6c060b373f860869a,,Normal,Normal,1.0,0.6,0.8
201,BGL_triage,,HippoRAG,98fa40d07b91774c6238c4f703c0e3a2312f155957ac5f131162ab0d6365640e,,Normal,Normal,1.0,0.6,0.6
201,BGL_triage,,HippoRAG,3bd0b0c1ee91083a20cc32951c9e4529307dd25c1e0c0c8a4f000d10c75f35d2,,Normal,Normal,1.0,0.8,0.9
201,BGL_triage,,HippoRAG,597f62a7c5db86da18f1f0eaa52d26fe8ea3508980b89674cf73233b2fb01819,,Normal,Normal,1.0,0.8,0.9
201,BGL_triage,,HippoRAG,6b48f595a6cbd8ccb346bb7344d3fa609c2cb87517355f2b16614aca57eb84ef,,Normal,Normal,1.0,0.8,0.5
201,BGL_triage,,HippoRAG,bc6e3afd3cd61b56fc0ff2fc192b515a770372c31137c67cf7fd4cfd75f18f7f,,Normal,Normal,1.0,0.8,0.9
201,BGL_triage,,HippoRAG,c68eed35126552842d39e8992710b5f1dc7c6c1becf52d898809c005a6cd13bf,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,610ed430a5804b615d2c8c7197e9f5887f6b13ed30b4924b23f15b2c85afa455,,Normal,Normal,1.0,1.0,0.8
201,BGL_triage,,HippoRAG,624ca9b21a5ace2afc7c190025862b8d1b04e99799c7a68b0e3477004bf5c22d,,Normal,Normal,1.0,0.4,0.5
201,BGL_triage,,HippoRAG,00dc41dea890c39ba244e82df2e582cfbbef4739162c2101d60ea2dcb31a5eff,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,ae04df986fdc1af7d3444999723252c549dc15e764823318eaeaeb295ba8b8ac,,Normal,Normal,1.0,0.8,0.8
201,BGL_triage,,HippoRAG,179549dd14d0422909de38f21b4fbb1b6df3682e1c3683c8e929022affbdb501,,Normal,Normal,1.0,1.0,0.8
201,BGL_triage,,HippoRAG,fb92e2e4934a82756560cd0c93a59da5a4226e3139ed21ee0f5a942cf0d75c2b,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,a51ec9564ee0e463b3dc2e7e5e1fe1912db8866105e5a0b062b6b0633ea871e7,,Normal,Anomaly,0.0,0.6,0.6
201,BGL_triage,,HippoRAG,2b7827b571a63b200cddf7576e298c44ca2fb8705d89dcda8407ed9276bdec3d,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,ad2f1a5fde78949a73fc29907423b2bf3960401f3c79f34517fd4d9d67da0047,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,8e264a30c0abf28c8c61830fc51566d055cb8c7dfa949d70577fe1572f17a07e,,Anomaly,Anomaly,1.0,0.6,0.8
201,BGL_triage,,HippoRAG,68cb65d0684225de7eeacbace87743c585d12fac9f05b5c4ccea6b280b08cdf7,,Normal,Normal,1.0,0.8,0.9
201,BGL_triage,,HippoRAG,94667fae544cb377c464a67e5671a7493a2b9ed5ce1706944ee84b14e53035db,,Normal,Normal,1.0,0.8,0.8
201,BGL_triage,,HippoRAG,53ad20be94a96d5ca09cc96b15468f3e073e132831edb7582aadb76938557d86,,Normal,Normal,1.0,1.0,0.9
201,BGL_triage,,HippoRAG,6a3cceb59e7b5dd913e70e63e453532345cd93f10025b0cb3814c7450017da36,,Normal,Normal,1.0,0.8,0.8
201,BGL_triage,,HippoRAG,0db9c300caf732b80456034362f2100795e77862487a15b058f796615f86d34d,,Normal,Normal,0.0,0.6,0.8
201,BGL_triage,,HippoRAG,7ce2af72494360db273f51dee58bbe637a3e99bba7897354846e3188fa77cf96,,Normal,Normal,1.0,0.8,0.7
201,BGL_triage,,HippoRAG,e4ffa7930e0602fc45ecc624f0b90a4491f1c1cd2fd0cc4c0f72dafc80e15009,,Normal,Normal,1.0,1.0,0.9
201,BGL_triage,,HippoRAG,a47bf35cb0cee7b3b1893113add8b44a8410692f5cd9085cc56ba908433faaf5,,Anomaly,Anomaly,1.0,1.0,0.9
201,BGL_triage,,HippoRAG,bad9e0da1776adc83841ffc9b419b2d4da01c23651280d438c36c7601ee2d35e,,Normal,Normal,1.0,1.0,0.9
201,BGL_triage,,HippoRAG,0c45d0e347023a169c5c112d0c5643a0d95f005e4d83fcec964a5d7aa1b90296,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,4036e5c8e48b7892cc02f709ae9175fb927b30f6a12f8f2d9a61ee9bb35fff88,,Normal,Normal,1.0,0.8,0.8
201,BGL_triage,,HippoRAG,319c0f0af4909cc5ef742e14bc67157608799544cd4b24c7ac7017c575682859,,Normal,Normal,1.0,0.8,0.9
201,BGL_triage,,HippoRAG,d60f9019b0a584d085b8212aa4bd8e5fda8425a594ae991f7f9abdda8f657623,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,3d31b356d5cd766ceea68ea39a74feba1fbbdabd65defd08bd3e48711fd8a58c,,Anomaly,Anomaly,1.0,1.0,0.9
201,BGL_triage,,HippoRAG,784156e8b01eb6998413a2eb3edfad8c7c7f76fe40508450fcd0786f041093fa,,Normal,Normal,1.0,0.8,0.8
201,BGL_triage,,HippoRAG,314f8b6b534653d33b02a4bb865afa582ca91dcb56268686a76d98de90d42739,,Normal,Normal,1.0,0.8,0.8
201,BGL_triage,,HippoRAG,3144b47a33ead3a6fc30a6457b5a88f12e49df70c2eabdb8c5fa730bd6824c02,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,2ed5ec0bf0ed337dac308ec9c29b40c6d824778851de112c65e3d1bb5ef95bd9,,Normal,Normal,1.0,0.6,0.6
201,BGL_triage,,HippoRAG,0f9bd8f8ea8f96b38ff2567c6ea019cf2dd19ed8aac8152e87e555a28eb5e28d,,Normal,Normal,1.0,1.0,0.8
201,BGL_triage,,HippoRAG,03da644a7d066fb40d7e473e42058dec9bd5cc861b62d2fbf8596d5f3500904a,,Normal,Normal,1.0,1.0,0.7
201,BGL_triage,,HippoRAG,9fba608fcc5dbaca84413c28300d50d155637ca4d56e4cdc4eba62dcaf2383ec,,Normal,Normal,1.0,0.8,0.8
201,BGL_triage,,HippoRAG,3a940cb87bcc2af9136f453a57fe39df30f7787563f67e7d062500140e119e3f,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,97be357298f3ef0af22f315ce73d6bcc711487f527b6b8f2e7bc07be47be20ff,,Normal,Anomaly,1.0,0.4,0.4
201,BGL_triage,,HippoRAG,832fa66bc09e9f0bb92e49b937d5455e2746d0f7908a665a40c3514d7f2fd712,,Anomaly,Anomaly,0.0,0.6,0.8
201,BGL_triage,,HippoRAG,0a6bcba6309e05926d141f007870b0cf462277ca22f99b2cadf94481c2800084,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,c9aa51f18dea75b4d43f568572b59faa4acb9391e42e0d61d54a99294770f339,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,b4a06628935fe6d8ee32aecbeef681f5496ab88317a7d611c953a36ab80d9637,,Anomaly,Anomaly,1.0,0.8,0.9
201,BGL_triage,,HippoRAG,68aa6ca6c64085dcc1cecb8a64a7fa5d00c20afcbfb5d5721a6799519fac1143,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,a5da3cfd1eb521383c277a7a77c1eac8b8d3f0741d31b315d5d8e1fc502fc69f,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,6a2780ce7a890ba2ba4e51b0432a7444c6514f3e54407d7c8b2aabdd12bb5c19,,Normal,Normal,1.0,1.0,0.8
201,BGL_triage,,HippoRAG,b54e85fc9ca42e04381967532d592a2989254e32f09e55a5c803a55d5419eda4,,Normal,Normal,1.0,1.0,0.9
201,BGL_triage,,HippoRAG,9dd45bcb9e46a31ee8aef1f1ebfc6937b254d745887a40855057d73ba72c6b22,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,3d30823782b6d284d67f73a772c93267dea5606cf1df6033a4a2c0f941dda930,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,067dd8bc528955b06bfc57d44645d3710df5a4889f0790d8cf344402e7ae2228,,Anomaly,Anomaly,1.0,1.0,0.9
201,BGL_triage,,HippoRAG,74f2086b6d811395761f248ee360c0c55ed31c948e417134c630a4a502ffc96c,,Normal,Normal,1.0,1.0,0.8
201,BGL_triage,,HippoRAG,4788d856b767e3c88af86c00b71f4f9bacd13f3b30da27fa11c8f0f1e72ec8f4,,Anomaly,Anomaly,1.0,1.0,0.9
201,BGL_triage,,HippoRAG,57be64e69fb74a7e40533a1b7769fbbb9dbe45d210e8adc0757fa03cbc4f076e,,Anomaly,Anomaly,0.0,0.6,0.8
201,BGL_triage,,HippoRAG,fe0bb38ddcb5d8ad9857c1f25c2b81e6578b8c35b55ae563ce47f7ac1c0eb863,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,a81551a1da75c288fc2b1ce3d277cfc6da3dec11a2334689392d8d4dd806b530,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,081a9895e6a36c80156110e339212a98e56f7e52bf023f999dd3ef6bd4475d62,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,8bf1769c722c774dac3d6627c9b709097e2c1d5887238e759dbae5880498f167,,Normal,Normal,1.0,0.8,0.7
201,BGL_triage,,HippoRAG,6b47d22a0ef9c846b9a6bf728d3981d8c10aec7135883f165934fcdc9b53d4f9,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,12508b7933bbc50fbf301c4708ad9767408ba12074f3eb0a77fe32d923295950,,Anomaly,Anomaly,1.0,1.0,0.8
201,BGL_triage,,HippoRAG,0c42a852252056f6d1a46b71b810b8aa6855dbc3a370c4a58419ade232ba4164,,Normal,Normal,1.0,0.6,0.8
201,BGL_triage,,HippoRAG,a50c194a03a66f7a712f919bf93e0e6d7af5150610bf4130f23a8ba562a94a21,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,95a1a1c0094c5e70c21608bdab925cd2fab0f16876f29e8bf44d139a6abe8729,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,aabdb1561ced99d90642bc920c75fadb36c870c2f6de487607161b3b7e112992,,Normal,Normal,1.0,0.8,0.7
201,BGL_triage,,HippoRAG,57d27ff805e4fd2e6cc8215585d977b264e7f3a3c4d915fd8941de132d3dd87a,,Normal,Normal,1.0,1.0,0.9
201,BGL_triage,,HippoRAG,0e4dd590a66b58145b0f74f0a868e6677b8fb234f131935bac35eb5e279ea280,,Anomaly,Anomaly,1.0,0.6,0.8
201,BGL_triage,,HippoRAG,cc836465c4134af8838f5c4f16c712c4568593be00c55ec750af6c44ae703805,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,c9a47303e63ab0a103e5c0608d2207fcb01c1fda204cf6eae90a1f17a7eb5b94,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,05e2f5d3ef0b2a8843fc1e2169a77e654ae91f5467a9bd13dac5716e81915102,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,d624371ba020157c69e6e6cd6330ad2ee520f261b52150f38a28081a74e92511,,Anomaly,Anomaly,1.0,0.8,0.8
201,BGL_triage,,HippoRAG,1c021c9accb767300913f299eb415e64d26f03ab081beb8f720ab29f1faa9486,,Normal,Normal,1.0,0.8,0.9
201,BGL_triage,,HippoRAG,def9c03f2cb9fc3b9b2a3b6794a6c27b9fbc8e5c847a3effa90a149788856d26,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,6ea23e619f17a0aeafe36b0bdc916fd6e15a346b40d6aa001bc209c9f404228e,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,9db99edc93f78c2f4d8cb845716fcb9553c6621f56b5b977d72c02fcd870589f,,Normal,Normal,1.0,0.8,0.9
201,BGL_triage,,HippoRAG,cb6d1a35e718376c607624b6b9e473c3c1d48409f37bc977a49aa436a051fa8b,,Normal,Normal,1.0,1.0,0.9
201,BGL_triage,,HippoRAG,cf04b5ef5d1bf2aec7ebe26170ea6807524c7d7285d8d9e67b9e23bd166cf146,,Normal,Normal,1.0,0.8,0.7
201,BGL_triage,,HippoRAG,9c5144711addf5636a288cd07d448bca4c8c8da2e62c1af4cc1e30ef5b0795d0,,Normal,Normal,1.0,1.0,0.6
201,BGL_triage,,HippoRAG,0d5830bcc1020b69a6161a3f4a96cc7e060871a511b486ec5a632e5f5c105414,,Normal,Normal,1.0,0.6,0.6
201,BGL_triage,,HippoRAG,585b7ed926bde61d3cf0a89564cb9a0a9bda698c1fdc79cd89c51c5db00a6d31,,Normal,Normal,1.0,0.8,0.7
201,BGL_triage,,HippoRAG,87b2e5ee2f8b221b99b362c30938e5645137f5a38c31c5ab55150bbdb33bb85a,,Normal,Normal,1.0,0.8,0.8
201,BGL_triage,,HippoRAG,2fc4773d1e61bf29e3b8cab96ae8f40b96c42c00509d6de8e421eb7314e6f98e,,Normal,Normal,1.0,1.0,0.9
201,BGL_triage,,HippoRAG,5e0739f34a6695c553ef5c47c86a4ab835f3020cd8b034735162b411a383a624,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,93de78886fbff37202bbd8a95b3998be7a9346daa65a7fa5f53647b38c7c3613,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,b9578c9e2631a9727298566e832214d40acf4fb30dfdfa24555d8995394963b4,,Anomaly,Anomaly,1.0,0.4,0.2
201,BGL_triage,,HippoRAG,b3e01d6396b11ea04847f7b01ba16a0ea2ce6019bba7dd0b6e8d32a8ba40817f,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,cf73073761fb65a406169eab1a96d2fda9d00b7c1a738b19f54a9949e65f9340,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,90d6440dfc1f7b12e8edc633d7bbdf7502a3d882524beb4d4e30c74602d82fed,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,a4a52f0724cdacfc2284878076651d6a0512b16c2c214bb60d2f395065562d92,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,dc5ca4df8ecfd52354b8c2c72f616e3bc0d92ebabc73c467c2cdb355dc5bd3ac,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,3c840a39633793ad8a06a024b91e3f5b1de568f605952c4e4a7cf2ee7d04df8a,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,208fd02b9ee156c5bd9d22939056001b00fb15a5003b7450eda559b5923ac506,,Normal,Normal,1.0,0.8,0.8
201,BGL_triage,,HippoRAG,3a0129ada57bc18259a02e5037f51e31d4e21bc5706e76fbd461e2f62e39f9a6,,Normal,Normal,1.0,1.0,0.6
201,BGL_triage,,HippoRAG,353d1f7d47f084f93f7d28eb1f126f14783d92e9ba95650df5414ef7a55bce15,,Anomaly,Anomaly,1.0,0.8,0.9
201,BGL_triage,,HippoRAG,70b8527fd729fe710eac8f8254210567d45915bfcd932a66337b9c9fd5733add,,Anomaly,Anomaly,1.0,1.0,0.8
201,BGL_triage,,HippoRAG,23f3d1ef48954374e9a35ab8a042d4074b4316e160106871e8ec23d7d74c1bc9,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,83db87f97112add684d4ac2c75b993359108a7ff0fef52ba2df17d0dac20c156,,Anomaly,Anomaly,1.0,0.8,0.9
201,BGL_triage,,HippoRAG,8702c1e7a6ec1ba0048fbf02b9390e9c3fa9dde7eba718d5b3a63ad5f6c41523,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,e0039a18af7a1b5a1112f38612a1531b3286279fd71fa278215f8e2864d106a2,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,66657630e50681734a3bb7d7d48fe5693eae4147a33a2f31c7f741dc5773660e,,Normal,Normal,1.0,0.8,0.9
201,BGL_triage,,HippoRAG,12dd7612353b42f6050fc3d5f95f83cbf224e852bafb862db07e48877689aa4d,,Normal,Normal,1.0,0.6,0.3
201,BGL_triage,,HippoRAG,3a83ff51e34909e2aa347c66ce23d95cedbba85a71f2a480cf35b658da910731,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,627fba85caf4b06d69346ba96c89b7cc7ba16ef26e2bed67aff1341029cef632,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,aa971273d696f0a54b3c4b9fe9ddd9d12086a6a9c05ea1253af510d2fc096156,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,974fdd12871853bcfe11cc9b8d8495cf55c2da7f3f392556a7b0ded51d2e6d00,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,43fd827232a5f41673f1ceb40df1b20bb7ec6c8cac4a68054e41b40219d10447,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,fafa6f50652abcd13df5cc90fb9d277ffe8514df9ff72e3cc9b0ea02e6f54f1e,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,db3424dc053d95971023e00568190af00825b1ad5a8cf50d45900a2b2de26c74,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,b29499bf1d655f6c080c6af54ad76add30b678c78b29e9ea363bbc2d4c9f8fe2,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,ccfafe5305f7f572b9b37f7124477b338f41ffc9fe08de1579f8e29e936784b1,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,01f87d4bd864e262b1d6562da22f3c9d950fae8b604d3881368132bc0a084dcc,,Normal,Normal,1.0,0.4,0.6
201,BGL_triage,,HippoRAG,db070d56bb5f5ffa15d74acbc7392fd7c6778da1252c0d2334e776ef859f0191,,Normal,Normal,1.0,0.4,0.2
201,BGL_triage,,HippoRAG,560fc22fd5e55813a696f39be60e47e978826b23e3ba468c48d7290405f6c972,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,f157bdfd3ddc0b15e8293a481414b65287f2a04c8c17fe7f61ad66b08683620e,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,06357049e617265e172b8057be59e25b1e97bbeac689a345baa4565ccccf4bdb,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,9ada56914aecccd1493a9bd301f59d6e7310df8dff7bf55429e1e3d1d21d5a53,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,d1c9e7b6bbe3ff7ef1f81a228c4e64b50a468b88180300db171610b8fa8933cf,,Normal,Normal,1.0,0.8,0.8
201,BGL_triage,,HippoRAG,99ae9f85efece45db9496f7c1d2c5f84faf6f62c40282412f1aa46ea775c76e1,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,6172aa7a2f1f8271370cff9e767be190834ded96f4ddd3e9693112d88c330f9c,,Normal,Normal,1.0,0.8,0.9
201,BGL_triage,,HippoRAG,65a0dd7e91ea8878db2e631e1b3fdd84adcd77f283977f716035df26423c6f12,,Normal,Normal,1.0,0.6,0.8
201,BGL_triage,,HippoRAG,8e0f3221db400d6c7de4d87542ed0dfb0acc71842454e0473fecf1f91f7aa3fd,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,c42157372918a4ef24b386caaab6c0cacbc86b7351c34176cfd46f73d4d0535d,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,HippoRAG,b807b17057a824cc3d852cba641dea6d80bbc756bc63f8453011a1fa5d6493c3,,Anomaly,Anomaly,1.0,1.0,0.8
201,BGL_triage,,HippoRAG,9151c7f162e2caa8c694f86f35218b402a237aa3319534c1ba514f75419a1946,,Normal,Normal,1.0,0.8,0.8
201,BGL_triage,,HippoRAG,a8f3c0c86f739ee258d152ca8e587418dd69d08b1d3e6eda2161628c09368784,,Normal,Normal,1.0,0.8,0.9
201,BGL_triage,,HippoRAG,b9e3652a8bd4ae337aca21153ccc89db682ab4bfff207f74e6cec293d4e68162,,Normal,Normal,1.0,0.8,0.9
201,BGL_triage,,HippoRAG,2096c5b6ffec50b54b6ff7be9b1c7d3b8401861c528d171200c24d22cf4bb94f,,Normal,Normal,1.0,0.8,0.9
201,BGL_triage,,HippoRAG,e5af272d8a8fcdb0be165e12a82c59a79cd315853a3e5d7965815dbe656400bf,,Anomaly,Normal,0.0,0.2,0.2
201,BGL_triage,,HippoRAG,6800e2635107d82fca0f1088848f04af8fd8c936a214f74251c8b44797315eea,,Normal,Normal,1.0,0.6,0.8
201,BGL_triage,,HippoRAG,54c4ab8131165e12cb18ec4516d82743df361f3f391cc9c226476c1887b13ee9,,Normal,Anomaly,0.0,0.2,0.4
201,BGL_triage,,Hybrid-RRF,6f928047c3c28c98b89a2d444b5e161c0ee6412975ada1afaa0686885ca77d61,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,e5e62fd90064971bbafa125f8480eb5adee823fa1726a1e67c40cc4e67f672e1,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,2095c5ff9aa0f2fd9dbbb31bc11c829cddba65a29f2b9d95b85b0c64cd200132,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,d2a9ac141b37448e2cc437c498f1e7d0367a8f3d067295b65a8d1df79aebed05,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,17f9bfea09bd1706fa8e137307062716766ddc55c661fbf10f8531065f09889f,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,d8b5b71706e3598560ae0c889a1dffa8d560057e4edec1a7fa24e8bc73ecf20b,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,3b602f654e6afa917413246884f6202acca33270010dd371c75d0c49b990c8cc,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,e6b11ef0d9525fc3078e51594c71cbf128f09f70b38f260c728a218214fcc8e5,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,243076876ecb3d134f63f5c37677425d1da6bf9aab29f8593be4164298af6fb7,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,5ed8f884432522b24122bf5906bea38372c4cd71fc20e1cc08b20563ea617ff0,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,72e11774aa249ebc689248c95b7c1687f37b55dd4bb592132ea6382b59060bd9,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,3b369a577ef72e187c0f644edf0a0ba2f6190c8cc7a7e456ac75c00ad60995a0,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,55f876f09613e67838b3e77ddd222b5f828788052c0dd6442e2627c8dbfc2543,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,1f83552134eb26bdd7e5e7e7602a79aa3dbb112fc61348b93932a74a45b6f337,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,7bebceb88b1fda2093c313681d7228e02fd1062cca0939546de7e4da75d806cf,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,c52bc7a2c6625da0494f0cf6b8be6adaa87a10aa9977c596287458636391adfb,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,673f7873fab7d5db064d12d7bb6f19222aaaecdf2b0b27f6db7ea2fe12927c0b,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,26c261407b40cedfa60d6cee4492e173b001538b9f1cdd77ee5628bfa5d8fba3,,Anomaly,Anomaly,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,d9e525bfe4c8fb06bc7f0b4a750280e992130860b8de77dcfbdf3c36e5b9c87c,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,71a042220bab067bc89df07751fe969eb390c24e9233a18811e9152e8e53dc42,,Normal,Normal,1.0,1.0,1.0
201,BGL_triage,,Hybrid-RRF,cb79171e7d648e42d88c166cc6a098ec076823076af25560f7a2aee58711dc52,,Anomaly,Anomaly,1.0,1.0,1.0
