memory,gold_id,gold_name,answerable,novel,abstained,pred_id,answer,novelty_flag,confidence,grounding_score
sma,OMIM:301006,"Galloway-Mowat syndrome 2, X-linked",False,True,True,,ABSTAIN,True,0.9351504383186418,47.75391729156976
sma,OMIM:613862,Retinitis pigmentosa 38,False,True,True,,ABSTAIN,False,1.0,67.07161812987744
sma,OMIM:609306,Spinocerebellar ataxia 26,False,True,True,,ABSTAIN,True,0.7741904157188876,49.94367904461874
sma,OMIM:606324,"Parkinson disease 7, autosomal recessive early-onset",False,True,True,,ABSTAIN,True,0.7286627009577,48.08712058084761
sma,OMIM:183600,Split-Hand/foot malformation 1,False,True,True,,ABSTAIN,True,0.6002665200742181,36.099119598055495
sma,ORPHA:2074,Gemignani syndrome,False,True,True,,ABSTAIN,True,0.9546957406385487,58.35904987893775
sma,OMIM:618261,Lymphoproliferative syndrome 3,False,True,True,,ABSTAIN,True,0.9526966154302431,47.12514956164725
sma,ORPHA:275,Severe combined immunodeficiency due to DCLRE1C deficiency,False,True,False,OMIM:301078,"Immunodeficiency 98 with autoinflammation, X-linked",False,1.0,73.28481502276068
sma,OMIM:262600,"Pituitary hormone deficiency, combined, 2",False,True,True,,ABSTAIN,True,1.0,48.23113056965293
sma,ORPHA:939,3-hydroxyisobutyric aciduria,False,True,True,,ABSTAIN,True,0.724885788111671,38.087498105445086
sma,OMIM:300400,"Severe combined immunodeficiency, X-linked",False,True,False,OMIM:312863,"Combined immunodeficiency, X-linked",False,1.0,61.26721253714312
sma,ORPHA:1711,Mosaic trisomy 17 syndrome,False,True,True,,ABSTAIN,True,0.49720999861020954,31.317777221928242
sma,OMIM:619637,Dystonia 32,False,True,True,,ABSTAIN,True,0.8777564926328453,50.92812368650807
sma,ORPHA:551,MERRF,False,True,True,,ABSTAIN,True,1.0,48.604082584955016
sma,ORPHA:1797,Autosomal dominant spondylocostal dysostosis,False,True,True,,ABSTAIN,True,1.0,49.40424902217874
sma,OMIM:609040,"Arrhythmogenic right ventricular dysplasia, familial, 9",False,True,True,,ABSTAIN,True,1.0,51.72413929343612
sma,ORPHA:70588,Meconium aspiration syndrome,False,True,True,,ABSTAIN,True,1.0,45.76885315105064
sma,OMIM:611812,"46,XX sex reversal with dysgenesis of kidneys, adrenals, and lungs",False,True,True,,ABSTAIN,True,0.8843985836104892,40.02023659472291
sma,OMIM:616370,Multiple mitochondrial dysfunctions syndrome 4,False,True,True,,ABSTAIN,True,0.8963913123294748,53.481916738985355
sma,OMIM:617883,"Fanconi anemia, complementation group S",False,True,True,,ABSTAIN,True,1.0,58.843398549608125
sma,OMIM:314050,"Thrombocytopenia with beta-thalassemia, X-linked",False,True,True,,ABSTAIN,True,0.6578021014735955,45.41386000466412
sma,OMIM:609021,Peripheral cone dystrophy,False,True,True,,ABSTAIN,True,0.8001271070373864,46.10275382059044
sma,OMIM:614209,"Meckel syndrome, type 9",False,True,True,,ABSTAIN,True,0.6405789417898532,30.40771777301009
sma,ORPHA:2229,Dilated cardiomyopathy-hypergonadotropic hypogonadism syndrome,False,True,True,,ABSTAIN,True,0.6636208634037255,28.276839017620617
sma,OMIM:618577,Neurodevelopmental disorder with structural brain anomalies and dysmorphic facies,False,True,True,,ABSTAIN,True,0.6372121275622811,35.736480059290926
sma,OMIM:602579,"Congenital disorder of glycosylation, type Ib",False,True,True,,ABSTAIN,True,0.5353798184173317,34.94362725540199
sma,ORPHA:309108,Pancreatic colipase deficiency,False,True,True,,ABSTAIN,True,0.7068252315349165,32.59514312194823
sma,ORPHA:405,Familial hypocalciuric hypercalcemia,False,True,True,,ABSTAIN,True,0.6594877014652059,28.717130780645224
sma,OMIM:620731,Microphthalmia/coloboma 11,False,True,True,,ABSTAIN,True,0.5795952567598267,46.49510141784643
sma,OMIM:608810,"Myopathy, myofibrillar, 2, mfm2",False,True,True,,ABSTAIN,True,0.7959717969627178,48.502668221604644
sma,ORPHA:79095,Congenital bile acid synthesis defect type 4,False,True,True,,ABSTAIN,True,0.6826274505442494,35.85498730998236
sma,OMIM:274150,"Thrombotic thrombocytopenic purpura, hereditary",False,True,True,,ABSTAIN,True,1.0,45.30715418510227
sma,ORPHA:34516,DNAJB6-related limb-girdle muscular dystrophy D1,False,True,True,,ABSTAIN,True,0.6756372118059886,49.93775059047885
sma,OMIM:129550,Ectodermal dysplasia with adrenal cyst,False,True,True,,ABSTAIN,True,0.8530477593598683,43.06878174193318
sma,OMIM:208155,Arthrogryposis multiplex congenita with whistling face,False,True,True,,ABSTAIN,True,0.9812722729435951,40.309264906063476
sma,ORPHA:210128,Urocanic aciduria,False,True,True,,ABSTAIN,True,0.6318235032893256,47.99353999049262
sma,OMIM:613115,"Neuropathy, hereditary sensory and autonomic, type IIB",False,True,True,,ABSTAIN,True,0.9192999121858427,43.056651537658794
sma,ORPHA:3282,Multifocal atrial tachycardia,False,True,True,,ABSTAIN,True,0.9666586333645948,46.55291291204605
sma,ORPHA:28378,Tyrosinemia type 2,False,True,True,,ABSTAIN,True,0.8319959825645904,48.78189801098827
sma,OMIM:620947,Spinocerebellar ataxia 51,False,True,False,OMIM:615945,Spinocerebellar ataxia 37,False,0.7700930113753185,60.31262660221664
